M3	SRR11558946	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/046/SRR11558946/SRR11558946_1.fastq.gz
M2	SRR11558949	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/049/SRR11558949/SRR11558949_1.fastq.gz
RUN_OUT	SRR11558950	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/050/SRR11558950/SRR11558950_1.fastq.gz
M27	SRR11558954	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/054/SRR11558954/SRR11558954_1.fastq.gz
M25	SRR11558957	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/057/SRR11558957/SRR11558957_1.fastq.gz
M24	SRR11558960	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/060/SRR11558960/SRR11558960_1.fastq.gz
M19	SRR11558965	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/065/SRR11558965/SRR11558965_1.fastq.gz
M13	SRR11558974	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/074/SRR11558974/SRR11558974_1.fastq.gz
M12	SRR11558976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/076/SRR11558976/SRR11558976_1.fastq.gz
M6	SRR11558986	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/086/SRR11558986/SRR11558986_1.fastq.gz
M17	SRR11558971	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/071/SRR11558971/SRR11558971_1.fastq.gz
M1	SRR11558977	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/077/SRR11558977/SRR11558977_1.fastq.gz
M10	SRR11558982	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/082/SRR11558982/SRR11558982_1.fastq.gz
M4	SRR11558983	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/083/SRR11558983/SRR11558983_1.fastq.gz
M22	SRR11558963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/063/SRR11558963/SRR11558963_1.fastq.gz
M23	SRR11558964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/064/SRR11558964/SRR11558964_1.fastq.gz
M18	SRR11558969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/069/SRR11558969/SRR11558969_1.fastq.gz
